# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
BATF2             11   64755417   64765060      4       2  221071     -0.71361   -5.3413e-05     -0.71355
ARL2              11   64781585   64789657      3       1  228305        3.557   -5.3413e-05        3.557
SNX15             11   64794880   64808044     11       3  225962       3.4146   -5.3413e-05       3.4146
NAALADL1          11   64812295   64826009      3       1  248511        2.363   -5.3413e-05        2.363
CDCA5             11   64833772   64851635     13       4  237510       4.0873   -5.3413e-05       4.0873
ZFPL1             11   64851694   64855874      1       1  239792       2.1663   -5.3413e-05       2.1664
TMEM262           11   64855844   64856583      2       1  253176        1.656   -5.3413e-05        1.656
VPS51             11   64863587   64879332      5       2  242325       2.3354   -5.3413e-05       2.3354
TM7SF2            11   64879326   64883707      4       2  239858       1.2774   -5.3413e-05       1.2775
FAU               11   64888099   64889672      1       1  202750       2.0235   -5.3413e-05       2.0235
MRPL49            11   64889655   64894841      2       1  247248       2.1411   -5.3413e-05       2.1412
SYVN1             11   64894751   64902285      5       2  253110       1.7628   -5.3413e-05       1.7628
SPDYC             11   64937707   64940688      1       1  250759      0.11869   -5.3413e-05      0.11874
CAPN1             11   64948686   64979477     25       5  246100       4.9157   -5.3413e-05       4.9158
SLC22A20          11   64981311   65010579     18       4  240151       5.0415   -5.3413e-05       5.0415
POLA2             11   65029432   65065088     17       3  238920       3.9927   -5.3413e-05       3.9928
CDC42EP2          11   65082289   65089900      6       3  222236        3.771   -5.3413e-05       3.7711
DPF2              11   65101225   65120451      6       3  241057       3.9435   -5.3413e-05       3.9436
TIGD3             11   65122282   65125084      1       1  252792       3.5603   -5.3413e-05       3.5604
SLC25A45          11   65142663   65151172      2       1  239725       2.5099   -5.3413e-05       2.5099
FRMD8             11   65154041   65180996      8       3  235698       2.8833   -5.3413e-05       2.8833
LOC101927789      11   65222309   65234144      1       1  252084       2.2798   -5.3413e-05       2.2799
SCYL1             11   65292537   65306182      3       2  250551      0.70903   -5.3413e-05      0.70908
LTBP3             11   65306030   65325858      3       1  232964       1.6594   -5.3413e-05       1.6595
SSSCA1            11   65336651   65340075      3       2  224683       5.2979   -5.3413e-05       5.2979
EHBP1L1           11   65343509   65360121      6       2  233397       3.1102   -5.3413e-05       3.1102
KCNK7             11   65360326   65363467      1       1  250733    -0.056541   -5.3413e-05    -0.056487
MAP3K11           11   65365226   65381720      6       2  241124       2.4571   -5.3413e-05       2.4571
PCNXL3            11   65383686   65404910      6       2  243687       3.0914   -5.3413e-05       3.0914
SIPA1             11   65405578   65418391      2       1  250322       2.2294   -5.3413e-05       2.2294
RELA              11   65421067   65430443      6       2  225741       1.9915   -5.3413e-05       1.9915
KAT5              11   65479473   65487077      8       2  235325       1.9536   -5.3413e-05       1.9537
RNASEH2C          11   65485144   65488409      3       1  249938       2.6993   -5.3413e-05       2.6993
AP5B1             11   65541369   65548062      4       2  237949       2.6327   -5.3413e-05       2.6327
OVOL1             11   65554505   65564690      5       2  252955        4.345   -5.3413e-05        4.345
LOC101927853      11   65590493   65600968      5       2  240645      0.22588   -5.3413e-05      0.22593
SNX32             11   65601305   65621578      2       1  252662       1.8503   -5.3413e-05       1.8503
CFL1              11   65622282   65625804      3       1  252877        2.165   -5.3413e-05       2.1651
MUS81             11   65627872   65633914      6       1  219323       2.1995   -5.3413e-05       2.1995
EFEMP2            11   65633912   65640405      5       1  239582      0.87483   -5.3413e-05      0.87489
CTSW              11   65647284   65651212      1       1  197842       4.5446   -5.3413e-05       4.5447
FIBP              11   65651211   65656010      3       1  250596       3.4455   -5.3413e-05       3.4456
FOSL1             11   65659616   65667997      3       1  233060       2.0594   -5.3413e-05       2.0594
C11orf68          11   65684281   65686531      3       1  235712     -0.34837   -5.3413e-05     -0.34832
TSGA10IP          11   65713115   65727434      2       1  224201       3.1212   -5.3413e-05       3.1213
SART1             11   65729160   65747607     10       2  242594       4.3569   -5.3413e-05       4.3569
EIF1AD            11   65764016   65769637      5       1  253001       1.6694   -5.3413e-05       1.6695
BANF1             11   65769550   65771617      1       1  253216     -0.28414   -5.3413e-05     -0.28409
CATSPER1          11   65784223   65793988      8       3  238583       1.4566   -5.3413e-05       1.4566
GAL3ST3           11   65808236   65816651      4       1  250551     -0.38045   -5.3413e-05      -0.3804
SF3B2             11   65819264   65836382     10       2  247493       1.2676   -5.3413e-05       1.2676
PACS1             11   65837747   66012218     82       7  249410      0.36045   -5.3413e-05       0.3605
KLC2              11   66024765   66035332      4       1  253200       0.6313   -5.3413e-05      0.63135
RAB1B             11   66036056   66044963      3       1  252857      0.60952   -5.3413e-05      0.60957
CNIH2             11   66045672   66051685      1       1  253157      0.76567   -5.3413e-05      0.76573
YIF1A             11   66052051   66056638      1       1  253156      0.75403   -5.3413e-05      0.75408
TMEM151A          11   66059373   66064135      3       2  229420       1.8232   -5.3413e-05       1.8232
CD248             11   66081958   66084515      1       1  251310     -0.13971   -5.3413e-05     -0.13966
RIN1              11   66099535   66104000      1       1  250287     -0.93333   -5.3413e-05     -0.93328
BRMS1             11   66104804   66112596      4       1  239385      0.14431   -5.3413e-05      0.14437
SLC29A2           11   66129992   66139961      2       1  253240      -1.1103   -5.3413e-05      -1.1103
MRPL11            11   66202550   66206310      1       1  253240       2.6735   -5.3413e-05       2.6735
PELI3             11   66233798   66244808      4       2  241726       3.1127   -5.3413e-05       3.1128
DPP3              11   66247484   66277130     17       3  246536       2.7229   -5.3413e-05       2.7229
BBS1              11   66278077   66301084     15       2  245111       2.7905   -5.3413e-05       2.7906
ZDHHC24           11   66288854   66313709     10       2  246181       3.0881   -5.3413e-05       3.0881
ACTN3             11   66314312   66330799     12       2  242861       1.2632   -5.3413e-05       1.2632
CTSF              11   66330935   66336047      7       3  241757       3.3546   -5.3413e-05       3.3547
CCDC87            11   66357640   66360554      2       1  216015       2.8289   -5.3413e-05        2.829
CCS               11   66360630   66373490      4       1  205621       1.9576   -5.3413e-05       1.9577
RBM14             11   66384053   66397405      2       1  161428       3.1086   -5.3413e-05       3.1087
RBM14-RBM4        11   66384053   66413944      8       3  222617       3.0797   -5.3413e-05       3.0797
RBM4              11   66406088   66435856      6       3  250717       2.4828   -5.3413e-05       2.4829
RBM4B             11   66432469   66445348      3       2  230339       1.8691   -5.3413e-05       1.8691
SPTBN2            11   66449967   66496716     12       4  238676       2.2669   -5.3413e-05        2.267
C11orf80          11   66512207   66613997     15       3  234327         1.05   -5.3413e-05         1.05
PC                11   66615993   66725847     35       5  239524       3.2164   -5.3413e-05       3.2164
LRFN4             11   66624558   66627946      1       1  253119      -0.6659   -5.3413e-05     -0.66584
C11orf86          11   66742754   66744479      1       1  252966       -2.132   -5.3413e-05      -2.1319
SYT12             11   66790190   66818334      4       2  240830       1.8118   -5.3413e-05       1.8119
RHOD              11   66824289   66839488      6       2  242496       5.7028   -5.3413e-05       5.7028
KDM2A             11   66886740   67025553     33       5  234580       -1.561   -5.3413e-05       -1.561
ADRBK1            11   67033905   67054029      5       2  234236      -1.3999   -5.3413e-05      -1.3999
ANKRD13D          11   67056762   67069955      2       1  219641      -2.5065   -5.3413e-05      -2.5065
SSH3              11   67070919   67080078      2       1  221175     -0.97786   -5.3413e-05      -0.9778
CLCF1             11   67131635   67141648      7       2  227994      -1.5157   -5.3413e-05      -1.5157
RAD9A             11   67159423   67165883      4       2  232918     0.054116   -5.3413e-05      0.05417
PPP1CA            11   67165652   67169376      2       1  231305     -0.38404   -5.3413e-05     -0.38399
TBC1D10C          11   67171384   67177561      4       1  237656     -0.62931   -5.3413e-05     -0.62926
CARNS1            11   67183149   67193078      3       1  249609      0.14187   -5.3413e-05      0.14193
RPS6KB2           11   67195935   67202879      5       1  237684       2.5327   -5.3413e-05       2.5327
CORO1B            11   67205518   67211371      1       1  253162       2.7251   -5.3413e-05       2.7252
CABP4             11   67219886   67229245      6       2  250864       2.7008   -5.3413e-05       2.7008
TMEM134           11   67231819   67236748      1       1  252174       2.7812   -5.3413e-05       2.7813
AIP               11   67250505   67258579      2       1  236810       2.4971   -5.3413e-05       2.4972
PITPNM1           11   67259231   67272843      2       1  209424      0.39524   -5.3413e-05       0.3953
CABP2             11   67286418   67291085      1       1  252347       2.5323   -5.3413e-05       2.5324
GSTP1             11   67351066   67354125      7       2  186007        1.169   -5.3413e-05       1.1691
NDUFV1            11   67374323   67380012      2       1  249750       1.2359   -5.3413e-05        1.236
NUDT8             11   67395409   67397408      1       1  253219       2.5084   -5.3413e-05       2.5084
TBX10             11   67398774   67407031     11       3  201177        2.729   -5.3413e-05       2.7291
