# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
WBSCR28            7   73275489   73280223     19       4  246587     -0.64686    0.00072216     -0.64758
ELN                7   73442119   73484237     91      27  232505     -0.29191    0.00072216     -0.29263
LIMK1              7   73498107   73536855     85      18  240511       1.3193    0.00072216       1.3186
EIF4H              7   73588706   73611429     33      13  218453      -1.1278    0.00072216      -1.1285
LAT2               7   73624087   73644164     44       5  184690      0.10161    0.00072216      0.10089
RFC2               7   73645832   73668788     63      12  208641      0.54976    0.00072216      0.54904
CLIP2              7   73703805   73820273    308      22  223010      -1.0723    0.00072216       -1.073
GTF2IRD1           7   73868120   74016931    379      38  226877      -3.1252    0.00072216      -3.1259
GTF2I              7   74071991   74175022    112      18  239985       2.9295    0.00072216       2.9288
GTF2IRD2           7   74210483   74267872      2       1  241368          2.8    0.00072216       2.7992
WBSCR16            7   74441223   74489717     18       5  221060       1.6995    0.00072216       1.6988
GTF2IRD2B          7   74508187   74565623      1       1  240557       2.7087    0.00072216       2.7079
SPDYE5             7   74695028   75133628    118      23  237470       2.5088    0.00072216        2.508
TRIM73             7   75021234   75034896      1       1  195653       1.4672    0.00072216       1.4664
POM121C            7   75046060   75115565    110      22  238173       2.4231    0.00072216       2.4224
HIP1               7   75162619   75368290    696      69  247323     -0.28332    0.00072216     -0.28404
CCL26              7   75398842   75419064     97      14  189712     -0.44015    0.00072216     -0.44088
CCL24              7   75440766   75452674     68      17  253032      -1.1742    0.00072216      -1.1749
RHBDD2             7   75508317   75518244     32      16  223411     -0.11804    0.00072216     -0.11876
POR                7   75544420   75616173    235      41  225277     -0.79228    0.00072216     -0.79301
TMEM120A           7   75616155   75623992     28      10  235957     -0.26937    0.00072216     -0.27009
STYXL1             7   75625610   75677321    147      27  232497      0.19165    0.00072216      0.19093
MDH2               7   75677182   75696826     60      11  245370      0.76608    0.00072216      0.76536
LOC101927160       7   75700726   75701711      6       3  257267     0.076618    0.00072216     0.075896
SRRM3              7   75831211   75916609    262      26  225863    0.0045274    0.00072216    0.0038052
HSPB1              7   75931875   75933614      6       2  216711      -1.4734    0.00072216      -1.4741
YWHAG              7   75956108   75988342     90      18  240885      0.89743    0.00072216      0.89671
SSC4D              7   76018646   76039012     95      17  244840     -0.79623    0.00072216     -0.79695
ZP3                7   76026841   76071388    185      30  242856      -1.0621    0.00072216      -1.0628
DTX2               7   76090972   76135312     42       9  215344      0.61106    0.00072216      0.61034
UPK3B              7   76139650   76157200     12       3  242271      0.89396    0.00072216      0.89324
SPDYE18            7   76162874   76689911    840      79  239057      -1.8993    0.00072216         -1.9
POMZP3             7   76239303   76256620     23       6  201306      0.40099    0.00072216      0.40026
CCDC146            7   76751934   76924534    546      40  246865       1.3805    0.00072216       1.3797
FGL2               7   76822688   76829150      7       4  227903      -1.0757    0.00072216      -1.0765
GSAP               7   76940068   77045719    326      25  257362      -2.2865    0.00072216      -2.2872
PTPN12             7   77166773   77269388    301      22  250655      -2.1361    0.00072216      -2.1368
RSBN1L             7   77325743   77409120    237      25  252886      -1.1191    0.00072216      -1.1198
TMEM60             7   77423045   77427747     15       8  250257      -2.0546    0.00072216      -2.0553
PHTF2              7   77428109   77586821    375      25  251961      -1.8188    0.00072216      -1.8195
MAGI2              7   77646374   79083121   5653     311  247444       1.2063    0.00072216       1.2056
GNAI1              7   79764140   79848725    229      39  243700      0.11806    0.00072216      0.11734
GNAT3              7   80087987   80141242    138      20  241484    -0.053262    0.00072216    -0.053985
CD36               7   80231504   80308593    230      18  257916      -1.2517    0.00072216      -1.2524
SEMA3C             7   80371854   80551695    432      54  237565     -0.85119    0.00072216     -0.85191
HGF                7   81331444   81399452    159      20  242043      -1.7326    0.00072216      -1.7333
CACNA2D1           7   81575760   82073031   1759     122  244122     -0.28332    0.00072216     -0.28405
PCLO               7   82383321   82792197   1220      59  247524     -0.36001    0.00072216     -0.36073
SEMA3E             7   82993222   83278479   1080      55  246645       2.1892    0.00072216       2.1885
SEMA3A             7   83587659   84122040   1901      95  242856     -0.45978    0.00072216      -0.4605
SEMA3D             7   84624508   84816171    415      56  230908      -0.4971    0.00072216     -0.49782
GRM3               7   86273230   86494193    506      49  246908       3.9796    0.00072216       3.9788
KIAA1324L          7   86506222   86689014    500      30  248342     -0.33749    0.00072216     -0.33821
LOC101927420       7   86780739   86781643      1       1  238479      0.71418    0.00072216      0.71346
DMTF1              7   86781677   86825648    140      11  254677     -0.32937    0.00072216      -0.3301
TMEM243            7   86825477   86849889     71      10  251560     0.063149    0.00072216     0.062427
CROT               7   86974951   87029112    143      23  236925     -0.36529    0.00072216     -0.36602
ABCB4              7   87031361   87105019    208      24  239759      -1.2155    0.00072216      -1.2162
ABCB1              7   87133179   87342639    469      48  249261      0.82714    0.00072216      0.82641
RUNDC3B            7   87257729   87461613    377      25  243965      0.36475    0.00072216      0.36403
SLC25A40           7   87462885   87505692     92      16  245239      0.19283    0.00072216       0.1921
DBF4               7   87505544   87538856     77      14  247655        1.271    0.00072216       1.2702
ADAM22             7   87563566   87832204    434      36  247723      -2.4822    0.00072216      -2.4829
SRI                7   87834430   87856308     38      10  247206      -1.4414    0.00072216      -1.4421
STEAP4             7   87905744   87936228     62      10  248107      -1.6804    0.00072216      -1.6811
ZNF804B            7   88388753   88966346   2244     113  248559       1.2978    0.00072216       1.2971
C7orf62            7   88423420   88425031      8       4  248340       1.6987    0.00072216       1.6979
STEAP1             7   89783689   89794141     22       6  256361      -1.4145    0.00072216      -1.4152
STEAP2             7   89841000   89866992     81      14  258547      -1.2432    0.00072216      -1.2439
CFAP69             7   89874488   89940377    236      31  231518    -0.081946    0.00072216    -0.082668
GTPBP10            7   89975341   90020769    186      25  250791      -1.5213    0.00072216       -1.522
CLDN12             7   90032648   90045268     36      14  243771      -0.6107    0.00072216     -0.61142
CDK14              7   90225681   90839905   2116      77  249022      -1.3941    0.00072216      -1.3948
FZD1               7   90893783   90898132      3       1  266381       0.4399    0.00072216      0.43917
MTERF1             7   91502021   91510016     17       6  242366     -0.96684    0.00072216     -0.96756
AKAP9              7   91570181   91739987    364      14  245822      -1.4428    0.00072216      -1.4436
CYP51A1            7   91741463   91764059     45       4  249728     -0.76756    0.00072216     -0.76828
